level_strict3,locale_simple,academic_year,male_female_ratio,sped_ratio,sed_ratio,el_ratio,foster_ratio,migrant_ratio,homeless_ratio,data_source,high_sped_disparity,high_gender_disparity,high_sed_disparity
High,Unknown,2023-24,NA,NA,NA,NA,NA,NA,NA,demographic,NA,NA,NA
Middle,City,2017-18,3.075989730939406,NA,NA,NA,NA,NA,NA,demographic,NA,TRUE,NA
Middle,City,2018-19,2.7777912782461827,NA,NA,NA,NA,NA,NA,demographic,NA,TRUE,NA
Middle,City,2019-20,2.7166159775954477,NA,NA,NA,NA,NA,NA,demographic,NA,TRUE,NA
Middle,City,2021-22,2.3774643133898836,NA,NA,NA,NA,NA,NA,demographic,NA,TRUE,NA
Middle,City,2022-23,2.1238016547239242,NA,NA,NA,NA,NA,NA,demographic,NA,TRUE,NA
Middle,City,2023-24,2.2637538816726805,NA,NA,NA,NA,NA,NA,demographic,NA,TRUE,NA
Middle,Rural,2017-18,3.1626760758422203,NA,NA,NA,NA,NA,NA,demographic,NA,TRUE,NA
Middle,Rural,2018-19,2.9310705278919262,NA,NA,NA,NA,NA,NA,demographic,NA,TRUE,NA
Middle,Rural,2019-20,3.0882536801156846,NA,NA,NA,NA,NA,NA,demographic,NA,TRUE,NA
Middle,Rural,2021-22,2.658682529890906,NA,NA,NA,NA,NA,NA,demographic,NA,TRUE,NA
Middle,Rural,2022-23,2.6892165037897304,NA,NA,NA,NA,NA,NA,demographic,NA,TRUE,NA
Middle,Rural,2023-24,2.706092360735407,NA,NA,NA,NA,NA,NA,demographic,NA,TRUE,NA
Middle,Suburban,2017-18,2.9105986513837063,NA,NA,NA,NA,NA,NA,demographic,NA,TRUE,NA
Middle,Suburban,2018-19,2.547755848882252,NA,NA,NA,NA,NA,NA,demographic,NA,TRUE,NA
Middle,Suburban,2019-20,2.619305329411993,NA,NA,NA,NA,NA,NA,demographic,NA,TRUE,NA
Middle,Suburban,2021-22,2.295965864339293,NA,NA,NA,NA,NA,NA,demographic,NA,TRUE,NA
Middle,Suburban,2022-23,2.075186692537101,NA,NA,NA,NA,NA,NA,demographic,NA,TRUE,NA
Middle,Suburban,2023-24,2.140162455708674,NA,NA,NA,NA,NA,NA,demographic,NA,TRUE,NA
Middle,Town,2017-18,3.076463391239389,NA,NA,NA,NA,NA,NA,demographic,NA,TRUE,NA
Middle,Town,2018-19,2.633200359154447,NA,NA,NA,NA,NA,NA,demographic,NA,TRUE,NA
Middle,Town,2019-20,2.85395971034453,NA,NA,NA,NA,NA,NA,demographic,NA,TRUE,NA
Middle,Town,2021-22,2.335703379306926,NA,NA,NA,NA,NA,NA,demographic,NA,TRUE,NA
Middle,Town,2022-23,2.1238665240998156,NA,NA,NA,NA,NA,NA,demographic,NA,TRUE,NA
Middle,Town,2023-24,2.1473535061820517,NA,NA,NA,NA,NA,NA,demographic,NA,TRUE,NA
Middle,Unknown,2017-18,2.650728810910958,NA,NA,NA,NA,NA,NA,demographic,NA,TRUE,NA
Middle,Unknown,2018-19,1.6727693294762553,NA,NA,NA,NA,NA,NA,demographic,NA,TRUE,NA
Middle,Unknown,2019-20,2.219292872516238,NA,NA,NA,NA,NA,NA,demographic,NA,TRUE,NA
Middle,Unknown,2021-22,1.1246865422123156,NA,NA,NA,NA,NA,NA,demographic,NA,FALSE,NA
Middle,Unknown,2022-23,1.8101851851851851,NA,NA,NA,NA,NA,NA,demographic,NA,TRUE,NA
Other/Unknown,City,2017-18,2.8252356957703433,NA,NA,NA,NA,NA,NA,demographic,NA,TRUE,NA
Other/Unknown,City,2018-19,2.6057738876682928,NA,NA,NA,NA,NA,NA,demographic,NA,TRUE,NA
Other/Unknown,City,2019-20,2.68077053275753,NA,NA,NA,NA,NA,NA,demographic,NA,TRUE,NA
Other/Unknown,City,2021-22,2.264797034293143,NA,NA,NA,NA,NA,NA,demographic,NA,TRUE,NA
Other/Unknown,City,2022-23,2.1208146136595896,NA,NA,NA,NA,NA,NA,demographic,NA,TRUE,NA
Other/Unknown,City,2023-24,2.252802605302127,NA,NA,NA,NA,NA,NA,demographic,NA,TRUE,NA
Other/Unknown,Rural,2017-18,3.0139543857950817,NA,NA,NA,NA,NA,NA,demographic,NA,TRUE,NA
Other/Unknown,Rural,2018-19,2.834058589542184,NA,NA,NA,NA,NA,NA,demographic,NA,TRUE,NA
Other/Unknown,Rural,2019-20,2.769988553726182,NA,NA,NA,NA,NA,NA,demographic,NA,TRUE,NA
Other/Unknown,Rural,2021-22,2.4806194528496452,NA,NA,NA,NA,NA,NA,demographic,NA,TRUE,NA
Other/Unknown,Rural,2022-23,2.541375752019778,NA,NA,NA,NA,NA,NA,demographic,NA,TRUE,NA
Other/Unknown,Rural,2023-24,2.4196300185991557,NA,NA,NA,NA,NA,NA,demographic,NA,TRUE,NA
Other/Unknown,Suburban,2017-18,3.0661932094155637,NA,NA,NA,NA,NA,NA,demographic,NA,TRUE,NA
Other/Unknown,Suburban,2018-19,2.9198068611901746,NA,NA,NA,NA,NA,NA,demographic,NA,TRUE,NA
Other/Unknown,Suburban,2019-20,2.9255002792788356,NA,NA,NA,NA,NA,NA,demographic,NA,TRUE,NA
Other/Unknown,Suburban,2021-22,2.491400362773598,NA,NA,NA,NA,NA,NA,demographic,NA,TRUE,NA
Other/Unknown,Suburban,2022-23,2.3039229398261027,NA,NA,NA,NA,NA,NA,demographic,NA,TRUE,NA
Other/Unknown,Suburban,2023-24,2.4420503384578476,NA,NA,NA,NA,NA,NA,demographic,NA,TRUE,NA
Other/Unknown,Town,2017-18,3.2614782654991075,NA,NA,NA,NA,NA,NA,demographic,NA,TRUE,NA
Other/Unknown,Town,2018-19,3.0601235018203092,NA,NA,NA,NA,NA,NA,demographic,NA,TRUE,NA
Other/Unknown,Town,2019-20,2.855902608158556,NA,NA,NA,NA,NA,NA,demographic,NA,TRUE,NA
Other/Unknown,Town,2021-22,2.477612516360488,NA,NA,NA,NA,NA,NA,demographic,NA,TRUE,NA
Other/Unknown,Town,2022-23,2.4950917747763306,NA,NA,NA,NA,NA,NA,demographic,NA,TRUE,NA
Other/Unknown,Town,2023-24,2.414296971815662,NA,NA,NA,NA,NA,NA,demographic,NA,TRUE,NA
Other/Unknown,Unknown,2017-18,2.1979621514626198,NA,NA,NA,NA,NA,NA,demographic,NA,TRUE,NA
Other/Unknown,Unknown,2018-19,2.4976671767587497,NA,NA,NA,NA,NA,NA,demographic,NA,TRUE,NA
Other/Unknown,Unknown,2019-20,2.1255279990162697,NA,NA,NA,NA,NA,NA,demographic,NA,TRUE,NA
Other/Unknown,Unknown,2021-22,2.52734165324745,NA,NA,NA,NA,NA,NA,demographic,NA,TRUE,NA
Other/Unknown,Unknown,2022-23,1.9408674524549856,NA,NA,NA,NA,NA,NA,demographic,NA,TRUE,NA
Other/Unknown,Unknown,2023-24,1.8480526990279125,NA,NA,NA,NA,NA,NA,demographic,NA,TRUE,NA
