level_strict3,locale_simple,academic_year,year_fct,category_type,subgroup,susp,enroll,n_schools,rate,sufficient_sample,total_susp_TA,enroll_TA,rate_TA,disparity_ratio,disparity_diff
Alternative,Rural,2023-24,2023-24,Sex,Female,24,222,30,0.10810810810810811,TRUE,438,5282,0.08292313517606967,1.3037146735776874,0.025184972932038446
Alternative,Rural,2023-24,2023-24,Sex,Male,0,0,9,NA,FALSE,438,5282,0.08292313517606967,NA,NA
Alternative,Rural,2023-24,2023-24,Socioeconomic,Socioeconomically Disadvantaged,86,738,54,0.11653116531165311,TRUE,438,5282,0.08292313517606967,1.4052913588496616,0.033608030135583444
Alternative,Rural,2023-24,2023-24,Special Education,Special Education,89,713,46,0.12482468443197756,TRUE,438,5282,0.08292313517606967,1.5053058976477294,0.04190154925590789
Alternative,Suburban,2017-18,2017-18,Other,Female,3002,50206,380,0.059793650161335296,TRUE,12856,118218,0.10874824476814021,0.5498355425305489,-0.048954594606804916
Alternative,Suburban,2017-18,2017-18,Other,Homeless,754,5812,328,0.12973158981417757,TRUE,12856,118218,0.10874824476814021,1.1929534135541726,0.020983345046037355
Alternative,Suburban,2017-18,2017-18,Other,Male,9790,67814,386,0.1443654702568791,TRUE,12856,118218,0.10874824476814021,1.3275200033313421,0.035617225488738885
Alternative,Suburban,2017-18,2017-18,Other,Not Reported,16,204,142,0.0784313725490196,TRUE,12856,118218,0.10874824476814021,0.7212196639701307,-0.030316872219120605
Alternative,Suburban,2017-18,2017-18,Other,Socioeconomically Disadvantaged,10990,91970,386,0.11949548765901924,TRUE,12856,118218,0.10874824476814021,1.0988268170561557,0.010747242890879027
Alternative,Suburban,2017-18,2017-18,Sex,Female,1942,5390,304,0.3602968460111317,TRUE,12856,118218,0.10874824476814021,3.313127920172991,0.2515486012429915
Alternative,Suburban,2017-18,2017-18,Sex,Male,74,286,86,0.25874125874125875,TRUE,12856,118218,0.10874824476814021,2.3792683669783856,0.14999301397311854
Alternative,Suburban,2017-18,2017-18,Socioeconomic,Socioeconomically Disadvantaged,3782,15524,384,0.24362277763463025,TRUE,12856,118218,0.10874824476814021,2.2402456072192534,0.13487453286649004
Alternative,Suburban,2017-18,2017-18,Special Education,Special Education,2166,17412,378,0.12439696760854584,TRUE,12856,118218,0.10874824476814021,1.143898624513618,0.015648722840405624
Alternative,Suburban,2018-19,2018-19,Other,Female,2850,49902,384,0.05711193940122641,TRUE,14226,115912,0.12273103733867072,0.46534226907598447,-0.0656190979374443
Alternative,Suburban,2018-19,2018-19,Other,Homeless,802,6364,338,0.12602137020741672,TRUE,14226,115912,0.12273103733867072,1.026809297306487,0.0032903328687459987
Alternative,Suburban,2018-19,2018-19,Other,Male,11296,65786,386,0.17170826619645518,TRUE,14226,115912,0.12273103733867072,1.3990614755633004,0.048977228857784466
Alternative,Suburban,2018-19,2018-19,Other,Not Reported,24,94,142,0.2553191489361702,TRUE,14226,115912,0.12273103733867072,2.080314437754067,0.13258811159749948
Alternative,Suburban,2018-19,2018-19,Other,Socioeconomically Disadvantaged,12462,88988,388,0.1400413538904122,TRUE,14226,115912,0.12273103733867072,1.1410426973250005,0.017310316551741478
Alternative,Suburban,2018-19,2018-19,Sex,Female,2132,3698,316,0.5765278528934559,TRUE,14226,115912,0.12273103733867072,4.697490263221303,0.4537968155547851
Alternative,Suburban,2018-19,2018-19,Sex,Male,26,260,90,0.1,TRUE,14226,115912,0.12273103733867072,0.8147898214536764,-0.022731037338670712
Alternative,Suburban,2018-19,2018-19,Socioeconomic,Socioeconomically Disadvantaged,3090,14488,382,0.21327995582551076,TRUE,14226,115912,0.12273103733867072,1.7377833712671589,0.09054891848684005
Alternative,Suburban,2018-19,2018-19,Special Education,Special Education,2308,16830,368,0.13713606654783125,TRUE,14226,115912,0.12273103733867072,1.117370711773669,0.014405029209160536
Alternative,Suburban,2019-20,2019-20,Other,Female,1013,23378,193,0.04333133715458978,TRUE,5267,53234,0.09894052673103655,0.43795337043619376,-0.05560918957644677
Alternative,Suburban,2019-20,2019-20,Other,Homeless,336,2413,169,0.1392457521757149,TRUE,5267,53234,0.09894052673103655,1.4073682117565989,0.040305225444678336
Alternative,Suburban,2019-20,2019-20,Other,Male,4242,29690,195,0.14287638935668576,TRUE,5267,53234,0.09894052673103655,1.4440633588406702,0.043935862625649205
Alternative,Suburban,2019-20,2019-20,Other,Non-Binary Gender (Beginning 2019–20),0,0,2,NA,FALSE,5267,53234,0.09894052673103655,NA,NA
Alternative,Suburban,2019-20,2019-20,Other,Not Reported,1,65,196,0.015384615384615385,TRUE,5267,53234,0.09894052673103655,0.15549356661944475,-0.08355591134642117
Alternative,Suburban,2019-20,2019-20,Other,Socioeconomically Disadvantaged,4763,40769,196,0.11682896318281047,TRUE,5267,53234,0.09894052673103655,1.1807998910335546,0.017888436451773918
Alternative,Suburban,2019-20,2019-20,Sex,Female,766,1253,153,0.6113328012769353,TRUE,5267,53234,0.09894052673103655,6.178790648030449,0.5123922745458988
Alternative,Suburban,2019-20,2019-20,Sex,Male,3,156,43,0.019230769230769232,TRUE,5267,53234,0.09894052673103655,0.19436695827430592,-0.07970975750026732
Alternative,Suburban,2019-20,2019-20,Socioeconomic,Socioeconomically Disadvantaged,1670,6957,192,0.2400459968377174,TRUE,5267,53234,0.09894052673103655,2.426164533066081,0.14110547010668084
Alternative,Suburban,2019-20,2019-20,Special Education,Special Education,898,7328,190,0.12254366812227074,TRUE,5267,53234,0.09894052673103655,1.238558881492493,0.023603141391234192
Alternative,Suburban,2021-22,2021-22,Other,Female,720,46620,197,0.015444015444015444,TRUE,3077,98202,0.03133337406570131,0.4928934691690623,-0.015889358621685865
Alternative,Suburban,2021-22,2021-22,Other,Homeless,166,2879,159,0.05765890934352206,TRUE,3077,98202,0.03133337406570131,1.8401755656004397,0.02632553527782075
Alternative,Suburban,2021-22,2021-22,Other,Male,2329,51346,200,0.045358937405055894,TRUE,3077,98202,0.03133337406570131,1.4476237799971723,0.014025563339354584
Alternative,Suburban,2021-22,2021-22,Other,Non-Binary Gender (Beginning 2019–20),0,0,46,NA,FALSE,3077,98202,0.03133337406570131,NA,NA
Alternative,Suburban,2021-22,2021-22,Other,Not Reported,8,575,201,0.01391304347826087,TRUE,3077,98202,0.03133337406570131,0.4440327252688248,-0.01742033058744044
Alternative,Suburban,2021-22,2021-22,Other,Socioeconomically Disadvantaged,2690,74971,201,0.035880540475650584,TRUE,3077,98202,0.03133337406570131,1.145122143578108,0.004547166409949274
Alternative,Suburban,2021-22,2021-22,Sex,Female,197,1230,156,0.16016260162601625,TRUE,3077,98202,0.03133337406570131,5.11156574744168,0.12882922756031495
Alternative,Suburban,2021-22,2021-22,Sex,Male,2,192,46,0.010416666666666666,TRUE,3077,98202,0.03133337406570131,0.3324463763405915,-0.020916707399034645
Alternative,Suburban,2021-22,2021-22,Socioeconomic,Socioeconomically Disadvantaged,737,12808,195,0.0575421611492817,TRUE,3077,98202,0.03133337406570131,1.8364495642449663,0.02620878708358039
Alternative,Suburban,2021-22,2021-22,Special Education,Special Education,561,14918,195,0.037605577155114624,TRUE,3077,98202,0.03133337406570131,1.2001764341197811,0.006272203089413314
Alternative,Suburban,2022-23,2022-23,Other,Female,1036,30051,208,0.03447472629862567,TRUE,3682,64010,0.057522262146539604,0.5993284167232561,-0.023047535847913934
Alternative,Suburban,2022-23,2022-23,Other,Homeless,230,2940,162,0.0782312925170068,TRUE,3682,64010,0.057522262146539604,1.3600176626870195,0.020709030370467202
Alternative,Suburban,2022-23,2022-23,Other,Male,2601,33662,210,0.0772681361772919,TRUE,3682,64010,0.057522262146539604,1.3432736004096835,0.0197458740307523
Alternative,Suburban,2022-23,2022-23,Other,Non-Binary Gender (Beginning 2019–20),0,0,62,NA,FALSE,3682,64010,0.057522262146539604,NA,NA
Alternative,Suburban,2022-23,2022-23,Other,Not Reported,5,212,211,0.02358490566037736,TRUE,3682,64010,0.057522262146539604,0.41001352833263305,-0.033937356486162244
Alternative,Suburban,2022-23,2022-23,Other,Socioeconomically Disadvantaged,3267,48320,211,0.06761175496688741,TRUE,3682,64010,0.057522262146539604,1.175401530535161,0.010089492820347809
Alternative,Suburban,2022-23,2022-23,Sex,Female,242,728,160,0.3324175824175824,TRUE,3682,64010,0.057522262146539604,5.77893792790588,0.2748953202710428
Alternative,Suburban,2022-23,2022-23,Sex,Male,14,201,31,0.06965174129353234,TRUE,3682,64010,0.057522262146539604,1.210865822976373,0.012129479146992736
Alternative,Suburban,2022-23,2022-23,Socioeconomic,Socioeconomically Disadvantaged,1061,8746,210,0.1213126000457352,TRUE,3682,64010,0.057522262146539604,2.1089678242605947,0.0637903378991956
Alternative,Suburban,2022-23,2022-23,Special Education,Special Education,644,9885,205,0.06514921598381386,TRUE,3682,64010,0.057522262146539604,1.1325913403378396,0.007626953837274256
Alternative,Suburban,2023-24,2023-24,Other,Female,1130,28006,214,0.04034849675069628,TRUE,4555,60764,0.07496214864064249,0.5382516040744915,-0.03461365188994621
Alternative,Suburban,2023-24,2023-24,Other,Homeless,328,3303,191,0.09930366333636088,TRUE,4555,60764,0.07496214864064249,1.3247174092141893,0.024341514695718394
Alternative,Suburban,2023-24,2023-24,Other,Male,3373,32456,215,0.10392531427162928,TRUE,4555,60764,0.07496214864064249,1.386370537080413,0.02896316563098679
Alternative,Suburban,2023-24,2023-24,Other,Non-Binary Gender (Beginning 2019–20),0,0,72,NA,FALSE,4555,60764,0.07496214864064249,NA,NA
Alternative,Suburban,2023-24,2023-24,Other,Not Reported,0,177,216,0,TRUE,4555,60764,0.07496214864064249,0,-0.07496214864064249
Alternative,Suburban,2023-24,2023-24,Other,Socioeconomically Disadvantaged,4103,48703,216,0.0842453236966922,TRUE,4555,60764,0.07496214864064249,1.123838166653305,0.009283175056049711
